Umag,Bmag,Vmag,Imag,U-B,B-V,UV
18.823,16.794,15.15,13.587,2.029,1.644,4
19.148,17.119,15.443,13.588,2.029,1.676,4
15.853,13.824,11.756,99.999,2.029,2.068,4
17.263,15.234,13.456,10.054,2.029,1.778,4
19.205,17.175,15.516,13.853,2.03,1.659,4
18.038,16.007,14.149,11.99,2.031,1.858,0
18.462,16.431,14.794,12.783,2.031,1.637,4
18.194,16.163,14.596,12.895,2.031,1.567,0
20.343,18.312,16.363,99.999,2.031,1.949,0
18.63,16.598,15.029,13.295,2.032,1.569,0
16.088,14.056,12.107,99.999,2.032,1.949,4
18.505,16.471,14.687,13.28,2.034,1.784,4
19.093,17.059,15.375,13.683,2.034,1.684,4
17.23,15.196,13.364,13.117,2.034,1.832,4
19.423,17.388,15.779,14.165,2.035,1.609,0
17.496,15.461,13.572,11.563,2.035,1.889,3
18.139,16.104,14.348,12.577,2.035,1.756,4
18.674,16.639,14.935,12.966,2.035,1.704,0
19.614,17.579,15.919,14.03,2.035,1.66,4
18.354,16.318,14.516,12.501,2.036,1.802,4
18.23,16.194,14.486,13.143,2.036,1.708,4
19.019,16.98,15.424,13.946,2.039,1.556,4
18.889,16.849,15.129,13.301,2.04,1.72,4
17.999,15.958,14.25,12.509,2.041,1.708,4
18.965,16.924,15.264,13.468,2.041,1.66,0
17.531,15.489,13.82,10.883,2.042,1.669,4
18.284,16.242,14.613,13.12,2.042,1.629,0
19.107,17.065,15.733,13.94,2.042,1.332,0
17.89,15.847,14.159,12.399,2.043,1.688,4
16.474,14.431,12.528,99.999,2.043,1.903,0
18.856,16.812,15.176,13.674,2.044,1.636,4
17.792,15.748,13.869,11.754,2.044,1.879,4
17.321,15.277,13.713,12.183,2.044,1.564,0
18.184,16.139,14.276,12.443,2.045,1.863,0
18.547,16.501,15.005,13.505,2.046,1.496,4
17.887,15.841,13.858,10.08,2.046,1.983,3
17.416,15.37,13.644,11.711,2.046,1.726,0
18.598,16.551,14.804,13.305,2.047,1.747,0
17.949,15.902,14.354,12.616,2.047,1.548,4
19.127,17.079,15.402,13.784,2.048,1.677,4
19.038,16.99,15.355,13.758,2.048,1.635,4
18.77,16.721,15.035,13.417,2.049,1.686,4
17.473,15.423,13.603,11.73,2.05,1.82,4
18.766,16.715,15.099,13.409,2.051,1.616,4
19.443,17.392,15.682,14,2.051,1.71,4
18.878,16.826,15.128,13.465,2.052,1.698,4
19.214,17.162,15.527,13.861,2.052,1.635,4
17.669,15.616,13.784,11.391,2.053,1.832,0
19.056,17.003,15.488,13.864,2.053,1.515,4
19.334,17.28,15.592,14.128,2.054,1.688,4
17.477,15.423,13.708,11.918,2.054,1.715,4
18.441,16.385,14.54,12.958,2.056,1.845,0
17.313,15.255,13.375,10.591,2.058,1.88,4
19.053,16.995,15.233,13.123,2.058,1.762,4
18.581,16.523,15.1,13.455,2.058,1.423,0
18.135,16.076,14.382,11.542,2.059,1.694,4
19.084,17.025,15.522,13.797,2.059,1.503,4
19.315,17.256,15.75,14.126,2.059,1.506,4
18.227,16.167,14.39,12.682,2.06,1.777,4
18.264,16.203,14.431,12.666,2.061,1.772,4
19.342,17.28,15.654,14.064,2.062,1.626,4
17.363,15.301,13.544,11.102,2.062,1.757,4
18.184,16.122,14.293,12.099,2.062,1.829,4
16.702,14.64,12.972,99.999,2.062,1.668,4
18.604,16.541,15.066,13.641,2.063,1.475,4
17.525,15.46,13.615,11.611,2.065,1.845,4
18.918,16.853,15.341,13.741,2.065,1.512,4
17.463,15.398,13.783,11.898,2.065,1.615,4
18.115,16.047,14.495,13.005,2.068,1.552,4
17.666,15.598,14.214,12.475,2.068,1.384,4
17.777,15.709,13.993,12.261,2.068,1.716,4
18.33,16.261,14.333,12.289,2.069,1.928,4
18.349,16.28,14.584,13.049,2.069,1.696,0
18.958,16.888,15.392,13.976,2.07,1.496,0
18.383,16.313,14.802,13.167,2.07,1.511,4
17.355,15.285,13.474,99.999,2.07,1.811,0
18.368,16.297,14.614,12.789,2.071,1.683,4
17.34,15.268,13.507,11.61,2.072,1.761,0
18.024,15.952,14.258,12.477,2.072,1.694,4
17.604,15.531,13.833,12.09,2.073,1.698,0
17.399,15.326,13.631,13.955,2.073,1.695,4
17.587,15.513,13.819,12.002,2.074,1.694,4
18.485,16.409,14.957,13.398,2.076,1.452,2
19.085,17.009,15.462,13.725,2.076,1.547,4
19.853,17.777,15.971,14.243,2.076,1.806,4
18.603,16.525,14.897,13.198,2.078,1.628,4
18.682,16.603,14.921,13.186,2.079,1.682,4
17.343,15.264,13.336,10.517,2.079,1.928,4
16.693,14.614,12.606,11.075,2.079,2.008,4
17.466,15.387,13.623,11.543,2.079,1.764,4
18.167,16.088,14.238,12.12,2.079,1.85,4
18.285,16.206,14.689,13.014,2.079,1.517,4
18.032,15.952,14.458,12.167,2.08,1.494,4
18.604,16.523,14.883,13.174,2.081,1.64,4
16.62,14.539,12.58,10.644,2.081,1.959,4
18.455,16.373,14.865,12.924,2.082,1.508,0
17.558,15.476,13.64,11.832,2.082,1.836,0
16.646,14.564,13.106,11.258,2.082,1.458,4
19.229,17.147,15.415,13.75,2.082,1.732,3
18.778,16.695,14.991,13.214,2.083,1.704,0
19.019,16.936,15.338,13.84,2.083,1.598,0
17.479,15.395,13.572,11.866,2.084,1.823,4
18.942,16.858,15.266,13.822,2.084,1.592,4
18.733,16.648,14.791,12.999,2.085,1.857,4
18.922,16.835,15.223,13.178,2.087,1.612,4
18.396,16.309,14.842,13.387,2.087,1.467,0
18.698,16.61,14.945,13.145,2.088,1.665,4
19.049,16.96,15.378,13.842,2.089,1.582,0
18.895,16.806,15.409,13.846,2.089,1.397,4
17.82,15.731,14.198,12.511,2.089,1.533,4
18.568,16.479,14.648,12.997,2.089,1.831,0
18.437,16.347,14.613,12.941,2.09,1.734,0
19.179,17.089,15.524,13.875,2.09,1.565,4
17.548,15.457,13.512,99.999,2.091,1.945,0
17.636,15.544,13.781,11.839,2.092,1.763,4
17.714,15.621,13.873,10.286,2.093,1.748,4
18.544,16.451,14.868,13.085,2.093,1.583,4
19.214,17.121,15.541,13.938,2.093,1.58,4
18.551,16.457,14.613,12.595,2.094,1.844,4
17.622,15.528,13.653,11.648,2.094,1.875,4
17.846,15.751,14.395,99.999,2.095,1.356,4
19.417,17.32,15.584,13.565,2.097,1.736,0
17.612,15.514,13.972,12.73,2.098,1.542,0
18.909,16.809,15.205,13.866,2.1,1.604,4
17.606,15.504,13.8,12.103,2.102,1.704,4
17.537,15.434,13.791,12.078,2.103,1.643,4
18.558,16.455,14.691,12.59,2.103,1.764,4
18.618,16.514,15.152,13.742,2.104,1.362,0
17.905,15.8,14.132,12.65,2.105,1.668,4
18.202,16.097,14.348,12.655,2.105,1.749,4
18.513,16.407,14.816,12.863,2.106,1.591,4
17.964,15.855,14.747,13.264,2.109,1.108,3
18.542,16.433,14.91,13.103,2.109,1.523,0
18.571,16.462,14.864,13.203,2.109,1.598,4
18.239,16.129,14.139,99.999,2.11,1.99,4
18.836,16.725,14.976,13.134,2.111,1.749,4
17.789,15.678,13.952,12.303,2.111,1.726,0
18.264,16.151,14.321,12.975,2.113,1.83,0
18.056,15.943,14.271,12.543,2.113,1.672,0
20.015,17.901,15.955,14.202,2.114,1.946,4
17.888,15.774,13.884,12,2.114,1.89,4
18.899,16.783,15.297,13.538,2.116,1.486,4
18.478,16.362,14.509,12.724,2.116,1.853,4
18.705,16.587,15.05,13.611,2.118,1.537,0
19.22,17.102,15.487,13.652,2.118,1.615,4
17.139,15.021,13.41,99.999,2.118,1.611,0
18.917,16.799,14.977,13.239,2.118,1.822,0
16.023,13.904,11.936,99.999,2.119,1.968,4
18.706,16.585,15.056,13.393,2.121,1.529,4
19.235,17.108,15.486,13.727,2.127,1.622,4
17.193,15.066,13.263,9.609,2.127,1.803,4
18.158,16.031,13.802,9.774,2.127,2.229,3
18.726,16.597,15.438,13.774,2.129,1.159,4
17.813,15.684,13.776,11.176,2.129,1.908,4
19.23,17.101,15.575,13.99,2.129,1.526,4
18.274,16.142,14.556,12.514,2.132,1.586,0
18.65,16.515,14.919,13.466,2.135,1.596,4
17.81,15.674,13.879,11.941,2.136,1.795,3
17.664,15.528,13.77,12.017,2.136,1.758,4
16.674,14.537,12.633,99.999,2.137,1.904,4
17.755,15.615,14.2,12.704,2.14,1.415,2
17.657,15.516,13.705,11.607,2.141,1.811,0
18.146,16.005,14.22,11.666,2.141,1.785,4
19.655,17.514,15.706,13.542,2.141,1.808,4
17.353,15.211,13.537,12.122,2.142,1.674,0
17.11,14.967,12.678,99.999,2.143,2.289,4
17.847,15.702,13.952,12.153,2.145,1.75,0
19.228,17.083,15.422,13.756,2.145,1.661,4
16.45,14.304,12.797,10.221,2.146,1.507,4
16.819,14.672,12.789,11.301,2.147,1.883,4
18.945,16.798,15.111,13.274,2.147,1.687,4
17.27,15.122,13.472,99.999,2.148,1.65,4
18.435,16.286,14.809,12.934,2.149,1.477,4
17.793,15.644,13.716,11.3,2.149,1.928,4
17.711,15.562,13.888,11.916,2.149,1.674,4
16.853,14.704,13.336,10.286,2.149,1.368,4
17.802,15.652,13.99,99.999,2.15,1.662,2
18.017,15.865,18.758,12.729,2.152,-2.893,3
18.74,16.587,14.906,12.935,2.153,1.681,4
17.827,15.673,13.986,10.59,2.154,1.687,4
18.237,16.082,14.431,12.986,2.155,1.651,0
18.352,16.197,14.631,12.213,2.155,1.566,4
19.203,17.047,15.312,13.567,2.156,1.735,4
18.663,16.507,15.124,13.759,2.156,1.383,0
18.105,15.948,14.153,12.406,2.157,1.795,4
18.575,16.418,14.974,13.298,2.157,1.444,0
19.028,16.871,15.231,13.321,2.157,1.64,4
19.052,16.894,15.267,13.596,2.158,1.627,4
19.623,17.465,15.785,13.946,2.158,1.68,4
16.97,14.811,12.809,10.992,2.159,2.002,4
18.235,16.076,14.373,99.999,2.159,1.703,4
19.349,17.187,15.25,13.455,2.162,1.937,0
19.128,16.966,15.381,13.771,2.162,1.585,4
18.157,15.995,14.377,12.787,2.162,1.618,4
17.509,15.346,13.556,11.859,2.163,1.79,4
17.84,15.673,13.994,12.106,2.167,1.679,0
18.585,16.418,14.786,13.241,2.167,1.632,4
18.714,16.544,14.629,12.29,2.17,1.915,4
18.856,16.685,15.237,13.776,2.171,1.448,4
19.487,17.315,15.612,14.026,2.172,1.703,0
18.593,16.419,15.134,13.224,2.174,1.285,0
18.317,16.14,14.516,99.999,2.177,1.624,4
16.013,13.834,11.776,10.316,2.179,2.058,4
19.356,17.176,15.663,13.833,2.18,1.513,4
17.546,15.365,13.744,11.883,2.181,1.621,4
18.864,16.683,15.029,11.811,2.181,1.654,0
18.561,16.38,14.679,13.035,2.181,1.701,4
18.769,16.587,14.829,13.229,2.182,1.758,0
17.021,14.839,13.087,11.06,2.182,1.752,4
17.403,15.22,13.503,99.999,2.183,1.717,4
17.801,15.617,13.99,12.238,2.184,1.627,4
18.045,15.861,14.23,11.437,2.184,1.631,4
19.243,17.058,15.399,13.846,2.185,1.659,4
19.098,16.913,15.431,13.929,2.185,1.482,4
17.968,15.783,14.158,12.086,2.185,1.625,4
19.262,17.068,15.311,13.271,2.194,1.757,0
18.488,16.293,14.552,12.09,2.195,1.741,0
18.706,16.511,14.879,13.253,2.195,1.632,4
17.47,15.274,13.576,10.612,2.196,1.698,0
17.437,15.24,13.465,9.136,2.197,1.775,4
16.963,14.766,12.9,10.71,2.197,1.866,4
18.125,15.926,14.655,12.835,2.199,1.271,4
17.799,15.599,13.983,11.074,2.2,1.616,0
19.288,17.088,15.431,13.815,2.2,1.657,0
18.172,15.971,14.395,12.734,2.201,1.576,4
16.672,14.468,12.296,9.675,2.204,2.172,0
17.813,15.604,13.771,11.691,2.209,1.833,4
18.619,16.41,14.502,12.808,2.209,1.908,4
18.806,16.597,15.1,13.516,2.209,1.497,4
19.553,17.336,15.728,14.046,2.217,1.608,4
18.461,16.243,14.9,13.167,2.218,1.343,0
16.663,14.444,12.366,99.999,2.219,2.078,4
18.756,16.537,15.079,13.452,2.219,1.458,0
18.011,15.79,13.985,12.12,2.221,1.805,4
19.633,17.412,15.572,13.828,2.221,1.84,4
19.164,16.942,15.295,13.554,2.222,1.647,4
17.926,15.695,13.734,99.999,2.231,1.961,4
17.937,15.706,14.039,12.241,2.231,1.667,4
19.57,17.339,15.569,13.947,2.231,1.77,0
18.021,15.789,14.218,12.043,2.232,1.571,0
15.995,13.757,12.132,9.287,2.238,1.625,1
18.562,16.324,14.937,12.675,2.238,1.387,4
19.325,17.085,15.562,13.655,2.24,1.523,0
19.161,16.92,15.197,13.338,2.241,1.723,3
17.458,15.216,13.447,11.668,2.242,1.769,0
18.678,16.434,14.436,10.121,2.244,1.998,0
17.327,15.082,13.323,99.999,2.245,1.759,4
18.514,16.267,14.711,13.08,2.247,1.556,4
19.27,17.02,15.427,13.591,2.25,1.593,4
19.178,16.928,15.364,13.991,2.25,1.564,4
16.9,14.645,12.931,10.769,2.255,1.714,4
17.747,15.486,13.516,10.562,2.261,1.97,3
18.879,16.617,14.968,13.269,2.262,1.649,0
17.145,14.882,12.634,99.999,2.263,2.248,4
18.748,16.481,15.294,13.668,2.267,1.187,4
18.659,16.387,14.596,12.899,2.272,1.791,4
18.033,15.761,13.833,99.999,2.272,1.928,1
17.648,15.369,13.669,99.999,2.279,1.7,4
18.187,15.907,13.783,10.73,2.28,2.124,4
17.508,15.225,13.345,11.211,2.283,1.88,4
17.76,15.477,13.672,11.896,2.283,1.805,0
18.89,16.606,15.38,13.761,2.284,1.226,3
18.095,15.808,14.203,12.253,2.287,1.605,0
18.658,16.37,14.675,12.668,2.288,1.695,0
19.194,16.9,15.359,13.869,2.294,1.541,4
19.264,16.964,19.703,12.444,2.3,-2.739,0
18.698,16.398,15.932,99.999,2.3,0.466,0
19.215,16.913,15.234,13.654,2.302,1.679,4
18.265,15.962,13.897,11.891,2.303,2.065,4
17.438,15.132,13.355,9.179,2.306,1.777,0
18.06,15.75,14.091,10.969,2.31,1.659,4
19.475,17.163,15.454,13.539,2.312,1.709,0
18.909,16.583,14.952,13.084,2.326,1.631,4
18.014,15.687,13.889,12.185,2.327,1.798,4
18.704,16.371,14.796,13.153,2.333,1.575,0
17.767,15.432,13.635,11.931,2.335,1.797,0
19.109,16.774,15.212,13.715,2.335,1.562,0
16.992,14.657,12.898,99.999,2.335,1.759,1
17.693,15.354,13.426,11.054,2.339,1.928,4
17.639,15.294,13.576,10.494,2.345,1.718,4
18.846,16.5,14.87,13.206,2.346,1.63,4
18.158,15.808,14.019,12.436,2.35,1.789,4
18.584,16.233,14.6,12.855,2.351,1.633,0
20.056,17.704,15.967,14.21,2.352,1.737,0
18.34,15.986,14.145,12.173,2.354,1.841,0
18.513,16.151,14.423,99.999,2.362,1.728,4
16.967,14.604,13.026,10.656,2.363,1.578,4
17.982,15.618,13.887,11.866,2.364,1.731,4
17.585,15.219,13.955,11.784,2.366,1.264,0
18.949,16.578,14.991,13.353,2.371,1.587,4
19.181,16.793,15.261,13.688,2.388,1.532,0
18.392,16.003,14.415,11.083,2.389,1.588,4
18.683,16.287,14.563,12.077,2.396,1.724,4
19.082,16.686,15.117,13.575,2.396,1.569,4
17.945,15.545,13.827,99.999,2.4,1.718,4
17.396,14.989,13.284,11.241,2.407,1.705,4
18.681,16.264,14.215,12.863,2.417,2.049,4
18.303,15.885,14.139,11.558,2.418,1.746,4
17.173,14.753,13.138,11.54,2.42,1.615,4
19.313,16.886,18.942,13.881,2.427,-2.056,4
18.222,15.792,14.064,12.422,2.43,1.728,4
19.512,17.069,15.496,13.923,2.443,1.573,4
19.472,17.021,15.334,13.752,2.451,1.687,4
18.078,15.625,14.045,12.225,2.453,1.58,4
17.64,15.187,13.31,11.828,2.453,1.877,3
19.022,16.568,15.045,13.652,2.454,1.523,4
18.86,16.401,14.917,13.386,2.459,1.484,0
18.403,15.942,14.26,12.657,2.461,1.682,4
18.265,15.803,14.204,99.999,2.462,1.599,4
17.801,15.328,13.67,10.918,2.473,1.658,4
20.025,17.55,15.867,14.297,2.475,1.683,4
17.189,14.713,13.403,99.999,2.476,1.31,4
17.528,15.05,13.116,99.999,2.478,1.934,4
17.111,14.633,12.425,9.092,2.478,2.208,4
19.379,16.901,16.61,99.999,2.478,0.291,4
16.138,13.659,12.139,99.999,2.479,1.52,0
17.458,14.977,13.562,9.701,2.481,1.415,4
18.29,15.809,14.069,11.545,2.481,1.74,0
18.593,16.108,14.438,12.936,2.485,1.67,4
19.624,17.136,15.613,13.709,2.488,1.523,0
18.741,16.249,14.467,12.655,2.492,1.782,4
17.513,14.991,13.825,99.999,2.522,1.166,4
18.793,16.264,14.805,99.999,2.529,1.459,0
18.03,15.471,13.722,10.032,2.559,1.749,0
19.923,17.349,15.168,99.999,2.574,2.181,4
17.914,15.324,13.546,10.718,2.59,1.778,4
18.346,15.754,13.91,11.892,2.592,1.844,2
17.508,14.907,13.126,99.999,2.601,1.781,4
19.42,16.818,15.098,13.518,2.602,1.72,0
17.68,15.071,13.427,11.797,2.609,1.644,4
17.118,14.504,12.996,99.999,2.614,1.508,4
18.561,15.937,13.777,99.999,2.624,2.16,4
17.867,15.241,13.181,11.875,2.626,2.06,0
19.453,16.823,15.338,13.844,2.63,1.485,0
19.798,17.145,15.498,13.875,2.653,1.647,0
18.766,16.105,14.359,12.421,2.661,1.746,0
18.239,15.54,13.845,12.096,2.699,1.695,1
18.288,15.568,13.819,11.967,2.72,1.749,4
19.004,16.267,14.618,12.964,2.737,1.649,4
18.417,15.642,13.768,11.696,2.775,1.874,2
18.703,15.925,14.129,12.322,2.778,1.796,4
18.999,16.208,14.045,99.999,2.791,2.163,3
18.446,15.65,15.148,13.511,2.796,0.502,4
18.157,15.341,14.869,13.325,2.816,0.472,3
19.519,16.688,13.858,99.999,2.831,2.83,4
17.154,14.264,13.316,11.692,2.89,0.948,2
20.191,17.267,15.641,14.053,2.924,1.626,4
18.444,15.479,13.891,12.31,2.965,1.588,0
16.796,13.794,13.026,11.131,3.002,0.768,4
19.976,16.97,15.217,13.186,3.006,1.753,4
19.514,16.383,14.206,12.292,3.131,2.177,4
21.599,18.458,17.984,14.347,3.141,0.474,3
19.219,16.056,14.639,13.138,3.163,1.417,4
19.677,16.488,13.749,9.769,3.189,2.739,4
19.345,16.112,15.217,13.734,3.233,0.895,4
19.65,16.343,14.938,99.999,3.307,1.405,3
19.858,16.379,14.648,12.744,3.479,1.731,4
20.301,16.809,17.021,14.06,3.492,-0.212,4
16.965,13.464,12.806,11.425,3.501,0.658,4
20.424,16.829,15.177,13.838,3.595,1.652,4
19.974,16.375,18.179,99.999,3.599,-1.804,4
18.044,14.372,13.283,10.729,3.672,1.089,4
18.423,14.73,14.579,99.999,3.693,0.151,0
20.986,17.254,15.484,13.91,3.732,1.77,4
20.102,16.295,14.462,12.782,3.807,1.833,4
21.257,17.206,16.819,14.818,4.051,0.387,0
20.436,15.749,14.236,12.767,4.687,1.513,4
21.476,16.218,18.205,11.346,5.258,-1.987,4
23.181,16.861,18.801,13.361,6.32,-1.94,4
22.393,15.524,18.263,12.479,6.869,-2.739,4
99.999,17.737,13.38,10.107,99.999,4.357,4
99.999,15.915,13.968,10.592,99.999,1.947,4
99.999,15.827,13.36,10.838,99.999,2.467,2
99.999,15.691,13.505,11.036,99.999,2.186,1
99.999,15.026,12.842,11.29,99.999,2.184,4
99.999,15.803,14.167,11.386,99.999,1.636,3
99.999,15.277,13.626,11.727,99.999,1.651,4
99.999,16.186,14.384,12.002,99.999,1.802,4
99.999,16.012,13.53,12.078,99.999,2.482,4
99.999,22.774,19.353,12.198,99.999,3.421,4
99.999,15.838,13.971,12.285,99.999,1.867,0
99.999,16.147,14.518,12.356,99.999,1.629,4
99.999,14.846,13.757,12.417,99.999,1.089,4
99.999,15.679,13.741,12.487,99.999,1.938,1
99.999,16.151,14.525,12.536,99.999,1.626,4
99.999,15.633,14.23,12.637,99.999,1.403,4
99.999,15.891,14.176,12.654,99.999,1.715,4
99.999,18.592,14.49,12.663,99.999,4.102,4
99.999,16.308,14.784,12.704,99.999,1.524,4
99.999,15.927,14.389,12.746,99.999,1.538,4
99.999,16.052,14.321,12.774,99.999,1.731,4
99.999,19.792,14.375,12.789,99.999,5.417,4
99.999,16.3,14.642,12.811,99.999,1.658,4
99.999,15.399,14.694,12.899,99.999,0.705,0
99.999,16.703,14.894,12.943,99.999,1.809,4
99.999,16.142,14.472,12.944,99.999,1.67,3
99.999,16.418,14.797,12.995,99.999,1.621,4
99.999,16.45,14.729,13.04,99.999,1.721,0
99.999,16.273,14.515,13.077,99.999,1.758,1
99.999,16.7,14.863,13.096,99.999,1.837,4
99.999,16.054,14.622,13.126,99.999,1.432,1
99.999,16.335,14.713,13.218,99.999,1.622,4
99.999,16.498,14.865,13.219,99.999,1.633,4
99.999,16.177,17.489,13.249,99.999,-1.312,4
99.999,15.561,14.422,13.339,99.999,1.139,4
99.999,16.094,18.709,13.341,99.999,-2.615,4
99.999,16.157,15.09,13.356,99.999,1.067,4
99.999,16.989,15.273,13.36,99.999,1.716,4
99.999,16.397,15.789,13.406,99.999,0.608,4
99.999,15.577,14.991,13.41,99.999,0.586,3
99.999,18.922,14.956,13.455,99.999,3.966,4
99.999,16.772,15.128,13.456,99.999,1.644,4
99.999,16.292,14.88,13.46,99.999,1.412,2
99.999,20.09,15.099,13.466,99.999,4.991,4
99.999,16.799,15.122,13.506,99.999,1.677,4
99.999,17.125,15.255,13.506,99.999,1.87,0
99.999,15.727,16.355,13.567,99.999,-0.628,0
99.999,16.674,15.207,13.582,99.999,1.467,0
99.999,16.606,15.12,13.631,99.999,1.486,3
99.999,16.097,14.979,13.632,99.999,1.118,4
99.999,15.911,14.9,13.665,99.999,1.011,4
99.999,17.235,15.644,13.682,99.999,1.591,4
99.999,16.62,15.082,13.688,99.999,1.538,0
99.999,16.68,15.143,13.693,99.999,1.537,4
99.999,16.645,15.212,13.702,99.999,1.433,0
99.999,16.86,15.5,13.713,99.999,1.36,4
99.999,17.034,15.235,13.721,99.999,1.799,0
99.999,17.279,15.614,13.729,99.999,1.665,4
99.999,16.852,15.302,13.74,99.999,1.55,2
99.999,19.164,15.191,13.744,99.999,3.973,4
99.999,16.691,15.246,13.759,99.999,1.445,0
99.999,17.368,15.622,13.807,99.999,1.746,4
99.999,16.504,17.386,13.811,99.999,-0.882,4
99.999,16.751,15.255,13.843,99.999,1.496,4
99.999,17.373,15.595,13.846,99.999,1.778,3
99.999,16.923,15.366,13.848,99.999,1.557,4
99.999,16.957,15.34,13.857,99.999,1.617,4
99.999,18.724,17.028,13.864,99.999,1.696,0
99.999,19.786,15.906,13.869,99.999,3.88,4
99.999,16.895,15.333,13.888,99.999,1.562,4
99.999,16.814,15.269,13.9,99.999,1.545,0
99.999,17.607,15.729,13.94,99.999,1.878,4
99.999,16.932,15.367,13.951,99.999,1.565,3
99.999,17.021,15.592,13.958,99.999,1.429,4
99.999,17.09,18.182,13.97,99.999,-1.092,4
99.999,16.829,15.234,13.994,99.999,1.595,0
99.999,18.303,16.796,14.009,99.999,1.507,0
99.999,18.411,17.068,14.033,99.999,1.343,4
99.999,19.021,16.948,14.283,99.999,2.073,4
99.999,17.52,17.334,14.437,99.999,0.186,4
99.999,20.287,19.223,14.44,99.999,1.064,4
99.999,17.893,16.152,14.492,99.999,1.741,0
99.999,20.491,18.537,14.544,99.999,1.954,4
99.999,19.444,17.819,14.628,99.999,1.625,4
99.999,14.955,12.619,99.999,99.999,2.336,1
99.999,14.948,12.868,99.999,99.999,2.08,2
99.999,14.744,12.946,99.999,99.999,1.798,0
99.999,17.028,13.141,99.999,99.999,3.887,1
99.999,14.977,13.16,99.999,99.999,1.817,1
99.999,15.231,13.341,99.999,99.999,1.89,4
99.999,15.173,13.479,99.999,99.999,1.694,0
99.999,15.24,13.518,99.999,99.999,1.722,4
99.999,15.928,13.617,99.999,99.999,2.311,4
99.999,18.855,13.618,99.999,99.999,5.237,0
99.999,15.425,13.65,99.999,99.999,1.775,2
99.999,14.779,13.768,99.999,99.999,1.011,3
99.999,19.837,13.951,99.999,99.999,5.886,4
99.999,15.675,13.982,99.999,99.999,1.693,4
99.999,16.056,14.149,99.999,99.999,1.907,1
99.999,18.007,14.213,99.999,99.999,3.794,0
99.999,16.811,15.189,99.999,99.999,1.622,4
99.999,18.483,15.542,99.999,99.999,2.941,4
99.999,16.543,15.866,99.999,99.999,0.677,4
99.999,17.997,16.477,99.999,99.999,1.52,4
99.999,16.184,16.524,99.999,99.999,-0.34,4
99.999,16.387,16.605,99.999,99.999,-0.218,3
99.999,18.551,16.878,99.999,99.999,1.673,4
99.999,15.802,16.925,99.999,99.999,-1.123,3
99.999,16.637,17.981,99.999,99.999,-1.344,4
99.999,16.445,18.513,99.999,99.999,-2.068,0
99.999,16.441,18.571,99.999,99.999,-2.13,0
99.999,16.46,14.731,99.999,99.999,1.729,4
99.999,16.367,14.741,99.999,99.999,1.626,3
