Umag,Bmag,Vmag,Imag,U-B,B-V,UV
17.678,16.21,14.611,13.171,1.468,1.599,4
18.154,16.686,15.05,13.409,1.468,1.636,4
17.81,16.342,14.961,13.606,1.468,1.381,4
18.316,16.847,15.208,13.174,1.469,1.639,0
18.238,16.769,15.267,13.794,1.469,1.502,4
17.167,15.697,14.177,12.016,1.47,1.52,4
17.707,16.237,14.728,13.222,1.47,1.509,0
17.734,16.263,14.791,13.459,1.471,1.472,4
18.121,16.649,15.257,13.571,1.472,1.392,4
17.427,15.955,14.26,12.778,1.472,1.695,4
18.227,16.755,15.115,13.75,1.472,1.64,0
18.14,16.668,15.265,13.763,1.472,1.403,4
18.027,16.555,15.078,13.813,1.472,1.477,4
18.023,16.551,15.195,13.893,1.472,1.356,4
18.626,17.154,15.704,13.993,1.472,1.45,0
18.201,16.728,15.226,13.546,1.473,1.502,0
17.443,15.97,14.542,13.143,1.473,1.428,4
17.716,16.243,14.635,13.296,1.473,1.608,4
17.882,16.408,14.855,13.392,1.474,1.553,4
18.259,16.785,15.279,13.922,1.474,1.506,4
18.089,16.614,15.219,13.823,1.475,1.395,4
17.328,15.853,14.274,12.664,1.475,1.579,3
17.809,16.334,14.914,13.47,1.475,1.42,0
17.542,16.066,14.633,13.112,1.476,1.433,4
17.933,16.456,14.799,12.855,1.477,1.657,0
17.745,16.268,14.716,13.076,1.477,1.552,4
17.878,16.401,14.923,13.625,1.477,1.478,0
18.271,16.794,15.269,13.908,1.477,1.525,0
17.456,15.978,14.654,13.282,1.478,1.324,4
17.649,16.171,14.667,13.301,1.478,1.504,3
17.733,16.255,14.883,13.351,1.478,1.372,4
17.975,16.497,15.095,13.651,1.478,1.402,4
16.813,15.334,13.576,11.617,1.479,1.758,4
17.479,16,13.976,11.942,1.479,2.024,4
17.177,15.698,13.937,12.237,1.479,1.761,0
17.747,16.268,14.596,13.124,1.479,1.672,0
17.767,16.288,14.927,13.536,1.479,1.361,4
18.052,16.573,15.095,13.834,1.479,1.478,2
17.52,16.04,14.638,13.103,1.48,1.402,4
17.559,16.079,14.675,13.241,1.48,1.404,4
17.651,16.171,14.844,13.283,1.48,1.327,0
18.169,16.689,15.206,13.767,1.48,1.483,4
17.31,15.829,14.066,12.556,1.481,1.763,0
17.77,16.289,14.891,13.281,1.481,1.398,4
18.709,17.228,15.47,13.846,1.481,1.758,0
17.78,16.299,14.862,13.48,1.481,1.437,4
17.753,16.272,14.63,13.607,1.481,1.642,4
17.875,16.394,15.02,13.725,1.481,1.374,4
18.157,16.676,15.169,13.803,1.481,1.507,0
17.435,15.952,14.514,12.562,1.483,1.438,4
17.738,16.255,14.718,13.254,1.483,1.537,4
18.012,16.529,14.994,13.722,1.483,1.535,4
17.656,16.173,14.695,14.618,1.483,1.478,4
18.093,16.609,14.715,12.696,1.484,1.894,4
17.787,16.303,14.648,13.141,1.484,1.655,0
17.926,16.442,14.829,13.213,1.484,1.613,4
18.252,16.768,15.256,13.832,1.484,1.512,2
19.31,17.826,16.261,13.954,1.484,1.565,4
16.919,15.435,13.702,11.863,1.484,1.733,4
17.44,15.956,14.392,12.922,1.484,1.564,4
18.018,16.534,14.976,13.512,1.484,1.558,4
16.679,15.194,13.488,11.611,1.485,1.706,4
16.895,15.41,13.805,12.166,1.485,1.605,4
17.488,16.003,14.39,13.477,1.485,1.613,4
17.986,16.501,15.021,13.672,1.485,1.48,4
18.117,16.632,15.14,13.757,1.485,1.492,0
17.355,15.87,14.152,12.517,1.485,1.718,4
18.033,16.548,15.106,13.655,1.485,1.442,4
17.865,16.379,14.882,13.531,1.486,1.497,4
17.461,15.975,14.463,12.956,1.486,1.512,3
17.286,15.8,14.179,12.201,1.486,1.621,0
17.404,15.918,14.334,12.499,1.486,1.584,3
16.903,15.416,13.746,11.885,1.487,1.67,4
18.426,16.939,15.358,13.92,1.487,1.581,2
18.114,16.627,15.042,13.516,1.487,1.585,4
17.502,16.014,14.373,12.732,1.488,1.641,4
18.103,16.615,15.226,13.856,1.488,1.389,4
18.269,16.78,15.258,13.792,1.489,1.522,4
16.283,14.794,13.006,10.58,1.489,1.788,4
17.274,15.785,14.187,12.719,1.489,1.598,4
18.145,16.656,15.072,13.502,1.489,1.584,4
18.023,16.534,15.119,13.776,1.489,1.415,4
15.893,14.404,12.546,99.999,1.489,1.858,3
17.817,16.327,14.887,13.497,1.49,1.44,0
17.659,16.169,15.267,99.999,1.49,0.902,3
16.803,15.313,13.574,10.338,1.49,1.739,1
17.574,16.084,14.87,12.961,1.49,1.214,0
17.853,16.363,15.031,13.503,1.49,1.332,0
18.425,16.935,15.336,13.944,1.49,1.599,4
17.057,15.566,13.92,12.332,1.491,1.646,3
17.229,15.738,14.151,12.695,1.491,1.587,4
18.27,16.779,15.045,13.18,1.491,1.734,0
17.999,16.508,15.036,13.58,1.491,1.472,4
18.31,16.819,15.247,13.868,1.491,1.572,4
17.478,15.987,14.43,12.782,1.491,1.557,4
17.202,15.71,14.115,12.268,1.492,1.595,4
17.577,16.085,14.555,13.016,1.492,1.53,0
17.893,16.4,14.892,13.483,1.493,1.508,4
17.968,16.474,14.9,13.432,1.494,1.574,0
17.956,16.462,15.159,13.575,1.494,1.303,0
17.905,16.411,14.998,13.629,1.494,1.413,4
18.121,16.627,15.23,13.673,1.494,1.397,0
18.06,16.566,15.08,13.714,1.494,1.486,4
18.118,16.624,15.122,13.739,1.494,1.502,4
17.639,16.144,14.644,13.317,1.495,1.5,4
16.591,15.095,13.423,9.51,1.496,1.672,1
17.707,16.211,14.628,13.123,1.496,1.583,4
17.928,16.432,14.995,13.589,1.496,1.437,4
17.951,16.455,15.025,13.643,1.496,1.43,0
18.811,17.314,15.531,13.542,1.497,1.783,4
18.033,16.536,15.063,13.588,1.497,1.473,4
17.92,16.423,14.832,13.281,1.497,1.591,4
17.926,16.428,14.8,13.252,1.498,1.628,4
17.92,16.422,14.971,13.767,1.498,1.451,4
17.426,15.927,14.477,12.92,1.499,1.45,4
17.98,16.481,14.933,13.246,1.499,1.548,0
16.843,15.344,13.5,99.999,1.499,1.844,4
17.675,16.176,14.658,13.118,1.499,1.518,4
18.812,17.313,15.553,13.935,1.499,1.76,4
17.559,16.059,14.502,12.956,1.5,1.557,4
17.605,16.105,14.542,13.082,1.5,1.563,4
18.046,16.546,15.006,13.376,1.5,1.54,0
17.542,16.042,14.667,13.406,1.5,1.375,4
18.12,16.62,14.95,13.535,1.5,1.67,4
18.583,17.083,15.409,13.632,1.5,1.674,4
18.496,16.996,15.449,13.908,1.5,1.547,4
17.429,15.928,14.434,13.022,1.501,1.494,0
17.938,16.437,15.126,13.724,1.501,1.311,4
17.789,16.288,14.759,13.18,1.501,1.529,4
17.739,16.238,14.65,13.191,1.501,1.588,0
17.899,16.398,14.815,13.332,1.501,1.583,4
17.546,16.044,14.453,12.524,1.502,1.591,4
17.984,16.482,15.173,13.687,1.502,1.309,0
18.803,17.301,15.751,14.119,1.502,1.55,4
17.662,16.159,14.694,13.288,1.503,1.465,4
18.176,16.673,15.16,13.73,1.503,1.513,4
18.128,16.624,15.103,13.642,1.504,1.521,4
17.623,16.119,14.539,13.685,1.504,1.58,4
18.321,16.817,15.331,14.126,1.504,1.486,4
17.418,15.913,14.194,12.389,1.505,1.719,0
18.076,16.571,15.076,13.554,1.505,1.495,0
17.361,15.856,14.216,12.767,1.505,1.64,0
17.899,16.394,14.889,13.382,1.505,1.505,4
17.642,16.136,14.402,12.892,1.506,1.734,4
17.564,16.058,14.48,12.903,1.506,1.578,4
17.858,16.352,14.853,13.399,1.506,1.499,4
17.742,16.236,14.797,13.426,1.506,1.439,0
17.846,16.34,14.833,13.431,1.506,1.507,4
18.012,16.505,14.883,13.164,1.507,1.622,4
18.183,16.676,15.225,13.663,1.507,1.451,4
18.277,16.77,15.392,13.73,1.507,1.378,0
17.826,16.319,14.722,99.999,1.507,1.597,4
17.871,16.363,14.902,13.452,1.508,1.461,0
17.804,16.296,14.944,13.604,1.508,1.352,0
18.167,16.659,15.122,13.491,1.508,1.537,0
18.431,16.923,15.385,14.022,1.508,1.538,4
18.033,16.524,14.836,13.167,1.509,1.688,4
18.007,16.498,15.005,13.734,1.509,1.493,4
16.613,15.102,13.236,10.902,1.511,1.866,0
17.86,16.349,14.771,13.196,1.511,1.578,1
17.634,16.123,14.613,13.269,1.511,1.51,4
18.34,16.829,15.347,14.077,1.511,1.482,0
17.355,15.844,14.167,12.491,1.511,1.677,0
18.251,16.74,15.052,12.959,1.511,1.688,0
17.658,16.146,14.686,13.293,1.512,1.46,4
17.79,16.278,14.795,13.504,1.512,1.483,4
18.233,16.721,15.039,13.678,1.512,1.682,0
17.931,16.419,14.922,13.74,1.512,1.497,0
18.158,16.646,15.098,13.754,1.512,1.548,0
18.006,16.494,14.993,13.804,1.512,1.501,4
17.388,15.875,14.451,13.077,1.513,1.424,0
17.634,16.121,14.608,13.118,1.513,1.513,0
17.963,16.45,14.884,13.361,1.513,1.566,4
18.225,16.712,15.21,13.844,1.513,1.502,4
16.455,14.941,12.787,10.342,1.514,2.154,1
17.592,16.078,14.65,13.291,1.514,1.428,4
17.826,16.312,14.744,13.421,1.514,1.568,4
17.717,16.202,14.677,13.11,1.515,1.525,0
16.563,15.048,12.928,10.925,1.515,2.12,0
17.363,15.848,14.299,12.817,1.515,1.549,4
18.148,16.633,15.114,13.628,1.515,1.519,4
17.607,16.091,14.444,13.083,1.516,1.647,4
18.148,16.632,15.081,13.699,1.516,1.551,4
18.019,16.502,14.966,13.507,1.517,1.536,4
18.101,16.584,15.027,13.562,1.517,1.557,4
18.331,16.814,15.236,13.681,1.517,1.578,4
18.028,16.511,15.044,13.723,1.517,1.467,0
18.471,16.954,15.45,13.9,1.517,1.504,4
18.289,16.772,15.231,13.765,1.517,1.541,4
18.356,16.839,15.33,13.916,1.517,1.509,4
16.996,15.478,13.759,11.031,1.518,1.719,4
17.121,15.603,13.97,12.512,1.518,1.633,3
17.675,16.157,14.599,12.985,1.518,1.558,4
17.787,16.269,14.683,13.078,1.518,1.586,0
18.177,16.659,15.01,13.388,1.518,1.649,0
18.087,16.569,14.932,13.429,1.518,1.637,4
18.076,16.558,15.078,13.841,1.518,1.48,0
17.662,16.144,14.57,99.999,1.518,1.574,4
17.929,16.41,15.1,13.694,1.519,1.31,4
18.174,16.655,15.078,13.778,1.519,1.577,4
16.563,15.044,13.236,99.999,1.519,1.808,4
16.793,15.274,13.486,11.514,1.519,1.788,4
17.369,15.85,14.214,12.595,1.519,1.636,4
18.097,16.578,15.029,13.917,1.519,1.549,4
18.326,16.807,15.453,13.971,1.519,1.354,4
17.758,16.238,14.744,13.36,1.52,1.494,4
18.323,16.803,15.143,13.557,1.52,1.66,4
18.051,16.53,14.924,13.709,1.521,1.606,0
17.668,16.147,14.738,13.459,1.521,1.409,4
17.869,16.348,14.936,13.515,1.521,1.412,4
18.442,16.921,15.394,13.923,1.521,1.527,4
17.608,16.086,14.536,13.108,1.522,1.55,4
17.986,16.464,14.933,13.446,1.522,1.531,4
17.96,16.438,15.08,13.589,1.522,1.358,4
18.178,16.656,15.214,13.84,1.522,1.442,4
17.485,15.962,14.742,13.083,1.523,1.22,4
17.719,16.196,14.786,13.219,1.523,1.41,4
18.127,16.604,15.246,13.834,1.523,1.358,4
19.229,17.706,15.684,14.786,1.523,2.022,0
15.678,14.155,11.376,11.495,1.523,2.779,4
16.827,15.303,13.585,11.635,1.524,1.718,4
17.555,16.031,14.277,12.857,1.524,1.754,4
17.914,16.39,14.774,13.209,1.524,1.616,0
17.85,16.326,14.602,99.999,1.524,1.724,4
17.674,16.149,14.616,12.762,1.525,1.533,4
18.259,16.734,15.174,13.707,1.525,1.56,3
18.32,16.795,15.198,13.711,1.525,1.597,4
17.358,15.833,14.293,12.783,1.525,1.54,4
17.383,15.857,14.196,12.653,1.526,1.661,4
17.473,15.947,14.44,12.841,1.526,1.507,3
17.551,16.024,14.624,13.29,1.527,1.4,4
18.101,16.574,15.059,13.701,1.527,1.515,4
18.031,16.504,15.094,13.722,1.527,1.41,4
17.95,16.423,15.048,13.722,1.527,1.375,4
18.109,16.582,15.201,13.812,1.527,1.381,4
18.41,16.883,15.285,13.877,1.527,1.598,4
16.451,14.924,13.026,99.999,1.527,1.898,4
18.209,16.681,15.255,13.972,1.528,1.426,4
17.873,16.345,15.004,13.365,1.528,1.341,4
18.021,16.493,15.104,13.754,1.528,1.389,4
16.493,14.964,12.956,10.875,1.529,2.008,4
16.753,15.224,13.426,11.575,1.529,1.798,0
17.617,16.088,14.412,12.911,1.529,1.676,0
17.69,16.161,14.682,13.185,1.529,1.479,0
18.171,16.642,15.235,13.828,1.529,1.407,4
18.491,16.962,15.408,13.954,1.529,1.554,4
17.501,15.972,14.318,12.207,1.529,1.654,4
17.713,16.183,14.778,13.049,1.53,1.405,4
18.202,16.672,15.018,13.456,1.53,1.654,4
16.99,15.459,14.015,11.754,1.531,1.444,4
17.985,16.454,14.978,13.6,1.531,1.476,4
18.065,16.533,14.906,12.534,1.532,1.627,4
18.035,16.503,14.862,13.152,1.532,1.641,0
18.056,16.524,15.077,13.789,1.532,1.447,4
17.714,16.181,14.733,13.433,1.533,1.448,4
17.781,16.248,14.867,13.469,1.533,1.381,4
17.555,16.022,14.508,13.054,1.533,1.514,4
17.98,16.447,14.939,13.477,1.533,1.508,0
18.17,16.637,15.079,13.647,1.533,1.558,4
17.91,16.376,14.871,13.223,1.534,1.505,4
17.488,15.954,14.406,13.269,1.534,1.548,4
17.627,16.093,14.544,13.458,1.534,1.549,3
18.479,16.945,15.126,14.062,1.534,1.819,0
17.298,15.763,14.273,12.06,1.535,1.49,4
17.775,16.24,14.424,12.325,1.535,1.816,4
17.64,16.105,14.265,12.418,1.535,1.84,0
17.393,15.858,14.332,12.919,1.535,1.526,4
18.696,17.161,15.578,14.057,1.535,1.583,0
17.825,16.289,14.705,12.769,1.536,1.584,4
18.298,16.762,15.32,13.73,1.536,1.442,4
17.226,15.689,14.078,12.696,1.537,1.611,4
18.275,16.738,14.968,13.474,1.537,1.77,4
19.423,17.886,16.477,13.949,1.537,1.409,4
17.908,16.371,14.789,13.369,1.537,1.582,0
16.939,15.401,13.553,11.827,1.538,1.848,4
17.882,16.344,14.763,13.292,1.538,1.581,3
17.816,16.278,14.808,13.334,1.538,1.47,0
17.909,16.371,14.85,13.423,1.538,1.521,4
18.22,16.682,15.171,13.694,1.538,1.511,0
16.607,15.068,13.687,11.004,1.539,1.381,2
16.523,14.984,13.126,11.165,1.539,1.858,4
18.126,16.587,15.032,13.506,1.539,1.555,4
17.939,16.399,14.853,13.244,1.54,1.546,0
17.91,16.37,14.714,13.422,1.54,1.656,4
15.955,14.415,12.446,10.631,1.54,1.969,4
17.306,15.766,14.179,12.471,1.54,1.587,4
17.841,16.301,14.814,13.454,1.54,1.487,4
18.001,16.461,15.025,13.61,1.54,1.436,4
18.503,16.962,15.518,13.954,1.541,1.444,4
17.828,16.286,14.671,12.865,1.542,1.615,4
18.613,17.071,15.472,13.812,1.542,1.599,0
17.587,16.045,14.858,99.999,1.542,1.187,4
17.603,16.061,14.625,13.198,1.542,1.436,4
17.931,16.388,14.935,13.38,1.543,1.453,0
17.942,16.399,14.955,13.547,1.543,1.444,4
17.888,16.345,14.818,13.375,1.543,1.527,4
18.048,16.504,14.73,12.375,1.544,1.774,4
18.065,16.521,14.856,13.074,1.544,1.665,4
18.411,16.867,15.278,17.472,1.544,1.589,0
17.295,15.751,14.187,12.344,1.544,1.564,4
17.612,16.067,14.563,13.089,1.545,1.504,4
17.565,16.02,14.525,12.674,1.545,1.495,4
17.377,15.831,14.211,11.685,1.546,1.62,4
18.08,16.534,14.873,13.379,1.546,1.661,0
17.817,16.271,14.887,13.382,1.546,1.384,4
18.084,16.538,15.221,13.715,1.546,1.317,0
17.609,16.063,14.659,13.226,1.546,1.404,4
17.984,16.438,14.909,13.464,1.546,1.529,0
17.874,16.327,14.897,13.341,1.547,1.43,4
17.566,16.019,14.396,12.888,1.547,1.623,3
18.034,16.487,14.877,13.259,1.547,1.61,4
18.439,16.892,15.237,13.648,1.547,1.655,4
17.905,16.356,14.863,13.355,1.549,1.493,4
17.881,16.332,14.807,13.419,1.549,1.525,0
16.753,15.204,13.506,99.999,1.549,1.698,4
18.961,17.411,15.509,13.756,1.55,1.902,4
18.07,16.52,14.832,13.026,1.55,1.688,4
18.029,16.479,14.986,13.52,1.55,1.493,0
18.199,16.649,15.196,13.873,1.55,1.453,4
17.595,16.044,14.223,11.332,1.551,1.821,0
17.95,16.399,14.721,13.04,1.551,1.678,4
18.075,16.524,15.002,13.589,1.551,1.522,4
17.128,15.577,13.851,12.187,1.551,1.726,4
18.606,17.055,15.583,14.075,1.551,1.472,4
17.61,16.058,14.341,12.53,1.552,1.717,4
18.035,16.483,14.698,12.824,1.552,1.785,4
18.094,16.542,15.101,13.728,1.552,1.441,4
18.539,16.987,15.439,13.908,1.552,1.548,4
18.098,16.545,14.984,13.555,1.553,1.561,4
18.461,16.908,15.368,13.791,1.553,1.54,4
16.092,14.539,11.809,99.999,1.553,2.73,0
17.064,15.511,13.472,11.4,1.553,2.039,4
17.646,16.093,14.427,12.38,1.553,1.666,4
17.562,16.009,16.787,12.996,1.553,-0.778,3
17.631,16.078,14.629,13.203,1.553,1.449,0
17.354,15.8,14.086,12.326,1.554,1.714,0
17.144,15.59,13.917,12.381,1.554,1.673,4
18.444,16.89,15.283,13.707,1.554,1.607,4
16.262,14.708,12.688,99.999,1.554,2.02,4
18.018,16.464,15.055,13.545,1.554,1.409,0
18.169,16.615,15.145,13.859,1.554,1.47,4
16.176,14.621,12.891,99.999,1.555,1.73,4
16.976,15.421,13.547,9.829,1.555,1.874,3
16.389,14.834,13.396,11.306,1.555,1.438,4
17.739,16.184,14.444,11.765,1.555,1.74,4
16.936,15.381,13.755,12.208,1.555,1.626,2
17.817,16.262,14.84,13.347,1.555,1.422,4
17.831,16.276,14.802,13.608,1.555,1.474,0
18.342,16.787,15.245,13.794,1.555,1.542,0
17.274,15.718,14.115,12.621,1.556,1.603,4
17.381,15.825,14.574,13.578,1.556,1.251,4
18.388,16.832,15.262,13.791,1.556,1.57,0
18.183,16.627,15.191,13.863,1.556,1.436,4
18.689,17.133,15.617,14.116,1.556,1.516,4
17.682,16.125,14.636,12.977,1.557,1.489,0
16.566,15.009,12.994,99.999,1.557,2.015,0
17.949,16.392,14.831,13.365,1.557,1.561,4
18.161,16.604,15.059,13.395,1.557,1.545,4
18.105,16.548,15.096,13.8,1.557,1.452,4
17.262,15.704,13.947,12.343,1.558,1.757,4
18.095,16.537,14.941,13.331,1.558,1.596,0
18.066,16.508,15.042,13.584,1.558,1.466,2
17.81,16.251,14.557,12.695,1.559,1.694,0
16.883,15.324,13.486,11.237,1.559,1.838,4
17.131,15.572,13.968,12.274,1.559,1.604,4
18.193,16.634,14.972,13.258,1.559,1.662,4
16.513,14.954,13.036,99.999,1.559,1.918,4
17.612,16.052,14.439,12.759,1.56,1.613,4
17.569,16.009,14.382,12.825,1.56,1.627,0
18.192,16.632,15.131,13.629,1.56,1.501,4
17.93,16.37,15.16,13.686,1.56,1.21,4
17.702,16.142,14.575,13.153,1.56,1.567,4
17.006,15.445,13.74,9.637,1.561,1.705,4
17.135,15.574,13.365,11.531,1.561,2.209,4
18.223,16.661,15.156,13.697,1.562,1.505,4
18.572,17.01,15.34,13.79,1.562,1.67,4
16.15,14.588,12.6,99.999,1.562,1.988,3
18.352,16.79,15.203,13.915,1.562,1.587,4
18.055,16.492,14.939,13.272,1.563,1.553,4
18.066,16.503,15.003,13.465,1.563,1.5,4
18.285,16.722,15.261,13.826,1.563,1.461,4
16.946,15.383,13.692,11.7,1.563,1.691,4
18.374,16.809,15.324,13.946,1.565,1.485,4
17.85,16.285,14.813,13.34,1.565,1.472,4
18.164,16.599,15.079,13.686,1.565,1.52,4
18.588,17.023,15.462,14.016,1.565,1.561,0
18.227,16.661,15.227,13.83,1.566,1.434,4
17.404,15.838,14.198,11.477,1.566,1.64,4
17.922,16.355,14.798,13.371,1.567,1.557,4
18.214,16.647,15.042,13.408,1.567,1.605,4
17.908,16.341,14.951,13.508,1.567,1.39,0
18.16,16.593,15.051,13.602,1.567,1.542,4
17.935,16.367,14.866,13.488,1.568,1.501,4
18.24,16.672,15.01,13.505,1.568,1.662,4
17.826,16.258,14.585,12.986,1.568,1.673,4
16.633,15.064,13.156,11.137,1.569,1.908,4
17.66,16.091,14.587,13.038,1.569,1.504,4
17.819,16.25,14.784,13.397,1.569,1.466,4
17.842,16.273,14.832,13.427,1.569,1.441,4
17.893,16.324,14.839,13.435,1.569,1.485,4
16.133,14.564,12.676,99.999,1.569,1.888,3
17.43,15.86,14.375,12.613,1.57,1.485,4
17.735,16.165,14.745,13.135,1.57,1.42,4
17.817,16.247,14.559,14.933,1.57,1.688,4
17.327,15.757,14.099,12.402,1.57,1.658,4
17.819,16.248,14.638,13.357,1.571,1.61,4
16.665,15.094,13.305,11.343,1.571,1.789,4
17.904,16.333,14.649,13.108,1.571,1.684,0
18.46,16.889,15.403,13.807,1.571,1.486,4
16.925,15.354,13.528,99.999,1.571,1.826,0
18.003,16.431,14.823,13.249,1.572,1.608,4
17.813,16.241,14.829,13.301,1.572,1.412,4
17.181,15.608,14.02,12.432,1.573,1.588,0
18.215,16.642,15.052,13.689,1.573,1.59,4
17.531,15.957,14.26,12.581,1.574,1.697,4
16.933,15.359,13.709,10.345,1.574,1.65,4
17.125,15.551,13.934,12.527,1.574,1.617,0
17.747,16.172,14.534,12.802,1.575,1.638,4
18.765,17.19,15.541,13.956,1.575,1.649,0
18.149,16.573,14.795,12.426,1.576,1.778,4
17.172,15.595,13.923,11.104,1.577,1.672,3
18.079,16.502,15.035,13.713,1.577,1.467,0
17.439,15.861,14.3,12.859,1.578,1.561,4
17.666,16.088,14.587,13.062,1.578,1.501,0
17.773,16.195,14.614,13.285,1.578,1.581,0
17.893,16.315,14.768,13.436,1.578,1.547,4
17.951,16.373,14.94,13.559,1.578,1.433,4
17.847,16.269,14.611,11.745,1.578,1.658,4
16.633,15.054,13.376,10.026,1.579,1.678,4
16.959,15.38,13.565,11.834,1.579,1.815,4
17.023,15.444,13.746,99.999,1.579,1.698,4
16.453,14.874,13.096,99.999,1.579,1.778,4
16.913,15.334,13.818,10.989,1.579,1.516,0
18.504,16.925,15.03,13.255,1.579,1.895,4
18.024,16.444,15.024,13.699,1.58,1.42,0
17.858,16.277,14.824,12.466,1.581,1.453,0
17.815,16.234,14.561,13.034,1.581,1.673,0
17.739,16.158,14.676,13.217,1.581,1.482,4
18.171,16.59,15.107,13.613,1.581,1.483,4
18.642,17.061,15.455,13.869,1.581,1.606,0
16.497,14.916,13.106,99.999,1.581,1.81,4
17.487,15.905,14.33,12.915,1.582,1.575,0
17.568,15.986,14.494,13.149,1.582,1.492,0
18.216,16.634,15.048,13.614,1.582,1.586,4
17.983,16.401,14.931,13.62,1.582,1.47,4
18.344,16.762,15.288,13.861,1.582,1.474,4
17.988,16.405,14.661,11.878,1.583,1.744,3
17.613,16.03,14.35,12.7,1.583,1.68,4
17.836,16.253,14.801,12.897,1.583,1.452,4
18.058,16.475,14.91,13.488,1.583,1.565,4
17.73,16.147,14.551,13.091,1.583,1.596,4
17.578,15.994,14.35,12.83,1.584,1.644,4
18.143,16.559,14.905,13.269,1.584,1.654,4
18.281,16.697,15.042,13.385,1.584,1.655,4
17.929,16.344,14.93,13.521,1.585,1.414,0
17.996,16.411,14.89,13.71,1.585,1.521,0
17.502,15.917,14.303,11.663,1.585,1.614,4
17.411,15.826,14.2,12.118,1.585,1.626,0
18.136,16.551,14.832,13.374,1.585,1.719,4
18.184,16.599,16.487,13.707,1.585,0.112,4
18.293,16.708,15.24,13.856,1.585,1.468,4
18.274,16.689,15.345,14.132,1.585,1.344,0
18.168,16.582,15.006,13.524,1.586,1.576,0
18.235,16.649,15.218,13.736,1.586,1.431,0
17.754,16.168,14.719,13.038,1.586,1.449,4
18.492,16.906,15.424,13.829,1.586,1.482,4
17.281,15.694,14.038,12.099,1.587,1.656,4
17.764,16.177,14.444,12.712,1.587,1.733,4
17.892,16.305,14.728,12.93,1.587,1.577,4
18.308,16.721,15.2,13.793,1.587,1.521,4
17.903,16.315,14.552,12.639,1.588,1.763,4
18.252,16.664,15.146,13.592,1.588,1.518,0
17.428,15.84,14.266,12.705,1.588,1.574,0
18.069,16.48,14.796,13.258,1.589,1.684,0
18.006,16.417,14.914,13.431,1.589,1.503,4
16.593,15.004,13.276,99.999,1.589,1.728,4
16.803,15.214,13.356,99.999,1.589,1.858,4
16.713,15.124,13.406,99.999,1.589,1.718,4
17.835,16.246,14.687,13.249,1.589,1.559,4
18.306,16.717,15.246,13.727,1.589,1.471,4
17.026,15.436,13.722,12.01,1.59,1.714,4
17.659,16.069,14.606,12.956,1.59,1.463,0
17.774,16.184,14.716,13.305,1.59,1.468,4
18.176,16.585,15.094,13.721,1.591,1.491,4
17.532,15.941,14.277,12.511,1.591,1.664,4
17.427,15.836,14.283,12.739,1.591,1.553,4
18.07,16.479,14.667,13.108,1.591,1.812,0
17.907,16.316,14.883,13.439,1.591,1.433,0
18.389,16.798,15.195,13.612,1.591,1.603,4
18.381,16.79,15.264,13.739,1.591,1.526,4
18.288,16.697,15.462,13.862,1.591,1.235,4
18.532,16.94,15.423,13.773,1.592,1.517,0
18.364,16.772,15.313,13.972,1.592,1.459,0
17.171,15.578,13.751,11.674,1.593,1.827,4
16.575,14.982,13.335,11.748,1.593,1.647,2
17.741,16.148,14.398,12.831,1.593,1.75,4
17.578,15.985,14.538,13.073,1.593,1.447,4
17.85,16.257,14.692,13.19,1.593,1.565,4
17.883,16.29,14.708,13.638,1.593,1.582,4
18.179,16.586,15.175,13.676,1.593,1.411,4
16.713,15.12,13.263,11.218,1.593,1.857,0
18.208,16.614,14.969,13.435,1.594,1.645,0
17.432,15.838,14.194,12.487,1.594,1.644,0
17.995,16.401,14.91,13.425,1.594,1.491,4
18.076,16.482,15.145,13.668,1.594,1.337,4
17.848,16.253,14.699,13.318,1.595,1.554,0
17.802,16.207,14.823,13.33,1.595,1.384,4
17.614,16.019,14.367,12.554,1.595,1.652,4
17.719,16.124,14.512,12.933,1.595,1.612,4
17.655,16.06,14.62,13.26,1.595,1.44,4
17.935,16.338,14.811,13.372,1.597,1.527,0
18.854,17.257,16.191,14.361,1.597,1.066,4
16.316,14.719,12.454,10.809,1.597,2.265,4
17.809,16.212,14.597,13.031,1.597,1.615,4
17.779,16.182,14.633,13.164,1.597,1.549,4
18.343,16.746,15.123,13.51,1.597,1.623,4
18.302,16.705,15.247,13.759,1.597,1.458,4
17.496,15.898,14.486,12.869,1.598,1.412,0
17.778,16.18,14.654,13.172,1.598,1.526,4
17.741,16.143,14.622,13.174,1.598,1.521,4
17.97,16.372,14.934,13.831,1.598,1.438,3
17.716,16.118,14.765,13.397,1.598,1.353,0
17.748,16.15,14.801,13.399,1.598,1.349,4
16.143,14.544,12.706,10.863,1.599,1.838,0
18.138,16.539,14.879,13.165,1.599,1.66,4
18.279,16.68,15.296,13.905,1.599,1.384,3
19.413,17.814,16.741,14.036,1.599,1.073,4
17.504,15.905,14.09,12.539,1.599,1.815,4
16.943,15.344,13.526,99.999,1.599,1.818,4
17.767,16.167,14.685,13.19,1.6,1.482,0
18.29,16.69,15.205,13.812,1.6,1.485,4
18.056,16.456,15.008,13.592,1.6,1.448,0
17.235,15.634,13.581,11.496,1.601,2.053,0
17.574,15.973,14.113,12.475,1.601,1.86,4
17.379,15.778,14.305,12.874,1.601,1.473,0
17.5,15.899,14.441,13.141,1.601,1.458,0
17.734,16.133,14.822,13.455,1.601,1.311,4
